date,total_confirm,total_suspect,total_heal,total_dead,total_severe,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,name
2020-03-05,8,0,0,0,0,5,0,0,0,0,,巴西
2020-03-06,13,0,0,0,0,5,0,0,0,0,,巴西
2020-03-07,19,0,0,0,0,6,0,0,0,0,,巴西
2020-03-08,25,0,0,0,0,6,0,0,0,0,,巴西
2020-03-10,34,0,0,0,0,9,0,0,0,0,,巴西
2020-03-11,52,0,0,0,0,18,0,0,0,0,,巴西
2020-03-12,52,0,0,0,0,0,,0,0,,,巴西
2020-03-13,98,0,0,0,0,46,0,0,0,0,,巴西
2020-03-14,151,0,0,0,0,53,0,0,0,0,,巴西
2020-03-15,200,0,0,0,0,49,0,0,0,0,,巴西
2020-03-16,234,0,0,1,0,34,0,0,1,0,,巴西
2020-03-17,291,0,0,1,0,57,0,0,0,0,,巴西
2020-03-18,514,0,0,4,0,223,0,0,3,0,,巴西
2020-03-19,621,0,0,4,0,107,0,0,0,0,,巴西
2020-03-20,904,0,0,11,0,283,0,0,7,0,,巴西
2020-03-21,1128,0,0,18,0,224,0,0,7,0,,巴西
2020-03-22,1546,0,0,25,0,418,0,0,7,0,,巴西
2020-03-23,1891,0,0,34,0,345,0,0,9,0,,巴西
2020-03-24,2201,0,0,46,0,310,0,0,12,0,,巴西
2020-03-25,2433,0,0,57,0,232,0,0,11,0,,巴西
2020-03-26,2915,0,0,77,0,482,0,0,20,0,,巴西
2020-03-27,3417,0,6,92,0,502,0,6,15,0,,巴西
2020-03-28,3904,0,6,111,0,487,0,0,19,0,,巴西
2020-03-29,4256,0,6,136,0,352,0,0,25,0,,巴西
2020-03-30,4579,0,120,159,0,323,0,114,23,0,,巴西
2020-03-31,5717,0,127,201,0,1138,0,7,42,0,,巴西
2020-04-01,6836,0,127,241,0,1119,0,0,40,0,,巴西
2020-04-02,7910,0,127,299,0,1074,0,0,58,0,,巴西
2020-04-04,9216,0,127,365,0,1306,0,0,66,0,,巴西
2020-03-11,2,0,0,0,0,2,0,0,0,0,,洪都拉斯
2020-03-16,6,0,0,0,0,4,0,0,0,0,,洪都拉斯
2020-03-17,9,0,0,0,0,3,0,0,0,0,,洪都拉斯
2020-03-18,12,0,0,0,0,3,0,0,0,0,,洪都拉斯
2020-03-19,24,0,0,0,0,12,0,0,0,0,,洪都拉斯
2020-03-25,52,0,0,0,0,28,0,0,0,0,,洪都拉斯
2020-03-26,68,0,0,1,0,16,0,0,1,0,,洪都拉斯
2020-03-29,110,0,0,1,0,42,0,0,0,0,,洪都拉斯
2020-03-30,139,0,3,3,0,29,0,3,2,0,,洪都拉斯
2020-03-31,141,0,3,7,0,2,0,0,4,0,,洪都拉斯
2020-04-04,264,0,3,15,0,123,0,0,8,0,,洪都拉斯
2020-03-13,4,0,0,0,0,4,0,0,0,0,,乌拉圭
2020-03-14,6,0,0,0,0,2,0,0,0,0,,乌拉圭
2020-03-17,50,0,0,0,0,44,0,0,0,0,,乌拉圭
2020-03-18,79,0,2,0,0,29,0,2,0,0,,乌拉圭
2020-03-19,94,0,2,0,0,15,0,0,0,0,,乌拉圭
2020-03-20,110,0,2,0,0,16,0,0,0,0,,乌拉圭
2020-03-21,135,0,2,0,0,25,0,0,0,0,,乌拉圭
2020-03-22,158,0,2,0,0,23,0,0,0,0,,乌拉圭
2020-03-24,189,0,2,0,0,31,0,0,0,0,,乌拉圭
2020-03-25,217,0,6,0,0,28,0,4,0,0,,乌拉圭
2020-03-26,238,0,6,0,0,21,0,0,0,0,,乌拉圭
2020-03-27,274,0,6,0,0,36,0,0,0,0,,乌拉圭
2020-03-28,303,0,6,1,0,29,0,0,1,0,,乌拉圭
2020-03-29,310,0,6,1,0,7,0,0,0,0,,乌拉圭
2020-03-30,320,0,6,1,0,10,0,0,0,0,,乌拉圭
2020-03-31,338,0,41,1,0,18,0,35,0,0,,乌拉圭
2020-04-01,369,0,68,4,0,31,0,27,3,0,,乌拉圭
2020-04-04,386,0,68,4,0,17,0,0,0,0,,乌拉圭
2020-03-06,1,0,0,0,0,1,0,0,0,0,,秘鲁
2020-03-07,6,0,0,0,0,5,0,0,0,0,,秘鲁
2020-03-08,7,0,0,0,0,1,0,0,0,0,,秘鲁
2020-03-10,11,0,0,0,0,4,0,0,0,0,,秘鲁
2020-03-13,28,0,0,0,0,17,0,0,0,0,,秘鲁
2020-03-14,43,0,0,0,0,15,0,0,0,0,,秘鲁
2020-03-15,71,0,0,0,0,28,0,0,0,0,,秘鲁
2020-03-16,86,0,0,0,0,15,0,0,0,0,,秘鲁
2020-03-17,117,0,0,0,0,31,0,0,0,0,,秘鲁
2020-03-18,145,0,0,0,0,28,0,0,0,0,,秘鲁
2020-03-19,234,0,0,1,0,89,0,0,1,0,,秘鲁
2020-03-20,263,0,0,4,0,29,0,0,3,0,,秘鲁
2020-03-22,363,0,0,5,0,100,0,0,1,0,,秘鲁
2020-03-23,395,0,0,5,0,32,0,0,0,0,,秘鲁
2020-03-24,416,0,0,5,0,21,0,0,0,0,,秘鲁
2020-03-25,480,0,0,5,0,64,0,0,0,0,,秘鲁
2020-03-26,580,0,14,9,0,100,0,14,4,0,,秘鲁
2020-03-27,635,0,14,11,0,55,0,0,2,0,,秘鲁
2020-03-28,671,0,14,16,0,36,0,0,5,0,,秘鲁
2020-03-29,852,0,14,18,0,181,0,0,2,0,,秘鲁
2020-03-30,950,0,14,24,0,98,0,0,6,0,,秘鲁
2020-03-31,1065,0,394,30,0,115,0,380,6,0,,秘鲁
2020-04-02,1414,0,537,55,0,349,0,143,25,0,,秘鲁
2020-04-04,1595,0,537,61,0,181,0,0,6,0,,秘鲁
2020-03-03,1,0,0,0,0,1,0,0,0,0,,智利
2020-03-04,3,0,0,0,0,2,0,0,0,0,,智利
2020-03-05,4,0,0,0,0,1,0,0,0,0,,智利
2020-03-07,7,0,0,0,0,3,0,0,0,0,,智利
2020-03-08,10,0,0,0,0,3,0,0,0,0,,智利
2020-03-10,13,0,0,0,0,3,0,0,0,0,,智利
2020-03-11,23,0,0,0,0,10,0,0,0,0,,智利
2020-03-12,33,0,0,0,0,10,0,0,0,0,,智利
2020-03-13,43,0,0,0,0,10,0,0,0,0,,智利
2020-03-14,61,0,0,0,0,18,0,0,0,0,,智利
2020-03-15,75,0,0,0,0,14,0,0,0,0,,智利
2020-03-16,156,0,0,0,0,81,0,0,0,0,,智利
2020-03-17,201,0,0,0,0,45,0,0,0,0,,智利
2020-03-18,238,0,0,0,0,37,0,0,0,0,,智利
2020-03-19,342,0,5,0,0,104,0,5,0,0,,智利
2020-03-20,434,0,5,0,0,92,0,0,0,0,,智利
2020-03-21,537,0,5,1,0,103,0,0,1,0,,智利
2020-03-22,632,0,5,1,0,95,0,0,0,0,,智利
2020-03-23,746,0,11,2,0,114,0,6,1,0,,智利
2020-03-24,922,0,17,2,0,176,0,6,0,0,,智利
2020-03-25,1142,0,17,2,0,220,0,0,0,0,,智利
2020-03-26,1306,0,22,3,0,164,0,5,1,0,,智利
2020-03-27,1610,0,43,5,0,304,0,21,2,0,,智利
2020-03-28,1909,0,43,6,0,299,0,0,1,0,,智利
2020-03-29,2139,0,75,7,0,230,0,32,1,0,,智利
2020-03-30,2449,0,156,8,0,310,0,81,1,0,,智利
2020-03-31,2738,0,156,12,0,289,0,0,4,0,,智利
2020-04-01,3031,0,234,16,0,293,0,78,4,0,,智利
2020-04-02,3404,0,335,18,0,373,0,101,2,0,,智利
2020-04-04,3737,0,427,22,0,333,0,92,4,0,,智利
2020-03-16,1,0,0,0,0,1,0,0,0,0,,格陵兰
2020-03-06,1,0,0,0,0,1,0,0,0,0,,圣巴托洛谬岛
2020-03-07,2,0,0,0,0,2,0,0,0,0,,马尔代夫
2020-03-08,4,0,0,0,0,2,0,0,0,0,,马尔代夫
2020-03-09,6,0,0,0,0,2,0,0,0,0,,马尔代夫
2020-03-13,9,0,0,0,0,3,0,0,0,0,,马尔代夫
2020-03-14,10,0,0,0,0,1,0,0,0,0,,马尔代夫
2020-03-15,13,0,0,0,0,3,0,0,0,0,,马尔代夫
2020-03-29,17,0,11,0,0,4,0,11,0,0,,马尔代夫
2020-03-31,18,0,13,0,0,1,0,2,0,0,,马尔代夫
2020-03-13,2,0,0,0,0,2,0,0,0,0,,委内瑞拉
2020-03-14,10,0,0,0,0,8,0,0,0,0,,委内瑞拉
2020-03-15,17,0,0,0,0,7,0,0,0,0,,委内瑞拉
2020-03-16,33,0,0,0,0,16,0,0,0,0,,委内瑞拉
2020-03-17,36,0,0,0,0,3,0,0,0,0,,委内瑞拉
2020-03-19,42,0,0,0,0,6,0,0,0,0,,委内瑞拉
2020-03-21,70,0,0,0,0,28,0,0,0,0,,委内瑞拉
2020-03-22,77,0,0,0,0,7,0,0,0,0,,委内瑞拉
2020-03-23,84,0,0,0,0,7,0,0,0,0,,委内瑞拉
2020-03-24,91,0,0,0,0,7,0,0,0,0,,委内瑞拉
2020-03-25,106,0,0,0,0,15,0,0,0,0,,委内瑞拉
2020-03-26,107,0,15,1,0,1,0,15,1,0,,委内瑞拉
2020-03-27,113,0,15,1,0,6,0,0,0,0,,委内瑞拉
2020-03-30,119,0,39,3,0,6,0,24,2,0,,委内瑞拉
2020-03-31,135,0,39,3,0,16,0,0,0,0,,委内瑞拉
2020-04-04,153,0,39,3,0,18,0,0,0,0,,委内瑞拉
2020-03-13,1,0,0,0,0,1,0,0,0,0,,毛里塔尼亚
2020-03-14,1,0,0,0,0,0,0,0,0,0,,毛里塔尼亚
2020-03-19,2,0,0,0,0,1,0,0,0,0,,毛里塔尼亚
2020-03-22,2,0,0,0,0,0,,0,0,,,毛里塔尼亚
2020-03-26,3,0,0,0,0,1,0,0,0,0,,毛里塔尼亚
2020-03-28,5,0,0,0,0,2,0,0,0,0,,毛里塔尼亚
2020-03-29,5,0,2,0,0,0,0,2,0,0,,毛里塔尼亚
2020-03-31,6,0,2,1,0,1,0,0,1,0,,毛里塔尼亚
2020-04-02,6,0,2,1,0,0,0,0,0,0,,毛里塔尼亚
2020-03-14,2,0,0,0,0,2,0,0,0,0,,纳米比亚
2020-03-22,3,0,0,0,0,1,0,0,0,0,,纳米比亚
2020-03-23,4,0,0,0,0,1,0,0,0,0,,纳米比亚
2020-03-24,7,0,0,0,0,3,0,0,0,0,,纳米比亚
2020-03-26,8,0,0,0,0,1,0,0,0,0,,纳米比亚
2020-03-28,11,0,0,0,0,3,0,0,0,0,,纳米比亚
2020-04-01,13,0,0,0,0,2,0,0,0,0,,纳米比亚
2020-04-02,14,0,3,0,0,1,0,3,0,0,,纳米比亚
2020-03-13,3,0,0,0,0,3,0,0,0,0,,法属留尼汪岛
2020-03-14,5,0,0,0,0,2,0,0,0,0,,法属留尼汪岛
2020-03-20,28,0,0,0,0,23,0,0,0,0,,法属留尼汪岛
2020-03-31,47,0,0,0,0,19,0,0,0,0,,法属留尼汪岛
2020-03-14,3,0,0,0,0,3,0,0,0,0,,波多黎各
2020-03-25,23,0,0,0,0,20,0,0,0,0,,波多黎各
2020-03-27,31,0,0,2,0,8,0,0,2,0,,波多黎各
2020-03-31,64,0,0,2,0,33,0,0,0,0,,波多黎各
2020-04-01,186,0,0,11,0,122,0,0,9,0,,波多黎各
2020-04-02,286,0,0,11,0,100,0,0,0,0,,波多黎各
2020-04-04,316,0,0,12,0,30,0,0,1,0,,波多黎各
2020-03-13,2,0,0,0,0,2,0,0,0,0,,加纳
2020-03-15,6,0,0,0,0,4,0,0,0,0,,加纳
2020-03-17,7,0,0,0,0,1,0,0,0,0,,加纳
2020-03-19,11,0,0,0,0,4,0,0,0,0,,加纳
2020-03-20,19,0,0,0,0,8,0,0,0,0,,加纳
2020-03-21,21,0,0,1,0,2,0,0,1,0,,加纳
2020-03-22,24,0,0,1,0,3,0,0,0,0,,加纳
2020-03-23,27,0,0,2,0,3,0,0,1,0,,加纳
2020-03-24,53,0,0,2,0,26,0,0,0,0,,加纳
2020-03-25,68,0,0,3,0,15,0,0,1,0,,加纳
2020-03-26,132,0,0,4,0,64,0,0,1,0,,加纳
2020-03-27,137,0,2,4,0,5,0,2,0,0,,加纳
2020-03-28,141,0,2,5,0,4,0,0,1,0,,加纳
2020-03-30,152,0,2,5,0,11,0,0,0,0,,加纳
2020-03-31,161,0,3,5,0,9,0,1,0,0,,加纳
2020-04-01,195,0,3,5,0,34,0,0,0,0,,加纳
2020-04-02,204,0,3,5,0,9,0,0,0,0,,加纳
2020-04-03,205,0,3,5,0,1,0,0,0,0,,加纳
2020-03-14,1,0,0,0,0,1,0,0,0,0,,赤道几内亚
2020-03-17,3,0,0,0,0,2,0,0,0,0,,赤道几内亚
2020-03-19,6,0,0,0,0,3,0,0,0,0,,赤道几内亚
2020-03-22,9,0,0,0,0,3,0,0,0,0,,赤道几内亚
2020-03-25,11,0,0,0,0,2,0,0,0,0,,赤道几内亚
2020-03-26,12,0,0,0,0,1,0,0,0,0,,赤道几内亚
2020-03-28,13,0,0,0,0,1,0,0,0,0,,赤道几内亚
2020-03-29,14,0,0,0,0,1,0,0,0,0,,赤道几内亚
2020-03-31,15,0,1,0,0,1,0,1,0,0,,赤道几内亚
2020-04-03,16,0,1,0,0,1,0,0,0,0,,赤道几内亚
2020-03-13,1,0,0,0,0,1,0,0,0,0,,几内亚
2020-03-18,2,0,0,0,0,1,0,0,0,0,,几内亚
2020-03-23,4,0,0,0,0,2,0,0,0,0,,几内亚
2020-03-28,9,0,0,0,0,5,0,0,0,0,,几内亚
2020-03-29,16,0,1,0,0,7,0,1,0,0,,几内亚
2020-03-30,22,0,1,0,0,6,0,0,0,0,,几内亚
2020-04-01,30,0,1,0,0,8,0,0,0,0,,几内亚
2020-04-02,52,0,1,0,0,22,0,0,0,0,,几内亚
2020-04-04,73,0,2,0,0,21,0,1,0,0,,几内亚
2020-03-14,1,0,0,0,0,1,0,0,0,0,,卢旺达
2020-03-15,5,0,0,0,0,4,0,0,0,0,,卢旺达
2020-03-18,11,0,0,0,0,6,0,0,0,0,,卢旺达
2020-03-20,17,0,0,0,0,6,0,0,0,0,,卢旺达
2020-03-22,19,0,0,0,0,2,0,0,0,0,,卢旺达
2020-03-23,36,0,0,0,0,17,0,0,0,0,,卢旺达
2020-03-24,40,0,0,0,0,4,0,0,0,0,,卢旺达
2020-03-25,41,0,0,0,0,1,0,0,0,0,,卢旺达
2020-03-26,50,0,0,0,0,9,0,0,0,0,,卢旺达
2020-03-27,54,0,0,0,0,4,0,0,0,0,,卢旺达
2020-03-28,60,0,0,0,0,6,0,0,0,0,,卢旺达
2020-03-29,70,0,0,0,0,10,0,0,0,0,,卢旺达
2020-03-30,70,0,0,0,0,0,0,0,0,0,,卢旺达
2020-03-31,75,0,0,0,0,5,0,0,0,0,,卢旺达
2020-04-01,82,0,0,0,0,7,0,0,0,0,,卢旺达
2020-04-02,84,0,0,0,0,2,0,0,0,0,,卢旺达
2020-04-03,89,0,0,0,0,5,0,0,0,0,,卢旺达
2020-03-26,1,0,0,0,0,1,0,0,0,0,,格林纳达
2020-03-27,7,0,0,0,0,6,0,0,0,0,,格林纳达
2020-03-30,9,0,1,0,0,2,0,1,0,0,,格林纳达
2020-04-04,12,0,1,0,0,3,0,0,0,0,,格林纳达
2020-03-14,1,0,0,0,0,1,0,0,0,0,,斯威士兰
2020-03-22,4,0,0,0,0,3,0,0,0,0,,斯威士兰
2020-03-23,5,0,0,0,0,1,0,0,0,0,,斯威士兰
2020-03-26,8,0,0,0,0,3,0,0,0,0,,斯威士兰
2020-03-31,9,0,0,0,0,1,0,0,0,0,,斯威士兰
2020-03-16,1,0,0,0,0,1,0,0,0,0,,坦桑尼亚
2020-03-19,6,0,0,0,0,5,0,0,0,0,,坦桑尼亚
2020-03-22,12,0,0,0,0,6,0,0,0,0,,坦桑尼亚
2020-03-25,13,0,1,0,0,1,0,1,0,0,,坦桑尼亚
2020-03-28,14,0,1,0,0,1,0,0,0,0,,坦桑尼亚
2020-03-30,19,0,1,0,0,5,0,0,0,0,,坦桑尼亚
2020-03-31,19,0,1,1,0,0,0,0,1,0,,坦桑尼亚
2020-04-01,20,0,2,1,0,1,0,1,0,0,,坦桑尼亚
2020-03-16,1,0,0,0,0,1,0,0,0,0,,贝宁
2020-03-22,2,0,0,0,0,1,0,0,0,0,,贝宁
2020-03-23,5,0,0,0,0,3,0,0,0,0,,贝宁
2020-03-26,6,0,0,0,0,1,0,0,0,0,,贝宁
2020-04-01,13,0,1,0,0,7,0,1,0,0,,贝宁
2020-04-04,16,0,2,0,0,3,0,1,0,0,,贝宁
2020-03-12,2,0,0,0,0,2,0,0,0,0,,刚果（金）
2020-03-14,2,0,0,0,0,0,,0,0,,,刚果（金）
2020-03-15,3,0,0,0,0,1,0,0,0,0,,刚果（金）
2020-03-18,14,0,0,0,0,11,0,0,0,0,,刚果（金）
2020-03-20,18,0,0,0,0,4,0,0,0,0,,刚果（金）
2020-03-21,23,0,0,1,0,5,0,0,1,0,,刚果（金）
2020-03-22,30,0,0,2,0,7,0,0,1,0,,刚果（金）
2020-03-23,36,0,0,2,0,6,0,0,0,0,,刚果（金）
2020-03-24,48,0,1,3,0,12,0,1,1,0,,刚果（金）
2020-03-26,51,0,2,4,0,3,0,1,1,0,,刚果（金）
2020-03-27,54,0,2,5,0,3,0,0,1,0,,刚果（金）
2020-03-28,65,0,3,6,0,11,0,1,1,0,,刚果（金）
2020-03-29,81,0,3,8,0,16,0,0,2,0,,刚果（金）
2020-03-30,98,0,3,8,0,17,0,0,0,0,,刚果（金）
2020-03-31,109,0,3,8,0,11,0,0,0,0,,刚果（金）
2020-04-01,123,0,3,11,0,14,0,0,3,0,,刚果（金）
2020-04-02,134,0,3,13,0,11,0,0,2,0,,刚果（金）
2020-04-04,148,0,3,16,0,14,0,0,3,0,,刚果（金）
2020-03-14,1,0,0,0,0,1,0,0,0,0,,中非共和国
2020-03-20,3,0,0,0,0,2,0,0,0,0,,中非共和国
2020-03-22,4,0,0,0,0,1,0,0,0,0,,中非共和国
2020-03-28,6,0,0,0,0,2,0,0,0,0,,中非共和国
2020-04-04,8,0,0,0,0,2,0,0,0,0,,中非共和国
2020-03-16,1,0,0,0,0,1,0,0,0,0,,利比里亚
2020-03-20,3,0,0,0,0,2,0,0,0,0,,利比里亚
2020-04-01,6,0,0,0,0,3,0,0,0,0,,利比里亚
2020-04-04,10,0,0,1,0,4,0,0,1,0,,利比里亚
2020-03-16,1,0,0,0,0,1,0,0,0,0,,索马里
2020-03-26,2,0,0,0,0,1,0,0,0,0,,索马里
2020-03-27,3,0,0,0,0,1,0,0,0,0,,索马里
2020-03-31,5,0,0,0,0,2,0,0,0,0,,索马里
2020-04-03,7,0,0,0,0,2,0,0,0,0,,索马里
2020-03-31,1,0,0,0,0,1,0,0,0,0,,塞拉利昂
2020-04-01,2,0,0,0,0,1,0,0,0,0,,塞拉利昂
2020-03-19,1,0,0,0,0,1,0,0,0,0,,乍得
2020-03-23,3,0,0,0,0,2,0,0,0,0,,乍得
2020-03-24,3,0,0,0,0,0,,0,0,,,乍得
2020-03-30,5,0,0,0,0,2,0,0,0,0,,乍得
2020-03-31,7,0,0,0,0,2,0,0,0,0,,乍得
2020-04-04,9,0,0,0,0,2,0,0,0,0,,乍得
2020-03-18,2,0,0,0,0,2,0,0,0,0,,赞比亚
2020-03-22,3,0,0,0,0,1,0,0,0,0,,赞比亚
2020-03-25,12,0,0,0,0,9,0,0,0,0,,赞比亚
2020-03-26,16,0,0,0,0,4,0,0,0,0,,赞比亚
2020-03-27,22,0,0,0,0,6,0,0,0,0,,赞比亚
2020-03-28,28,0,0,0,0,6,0,0,0,0,,赞比亚
2020-03-30,35,0,0,0,0,7,0,0,0,0,,赞比亚
2020-03-31,36,0,0,0,0,1,0,0,0,0,,赞比亚
2020-04-02,39,0,0,1,0,3,0,0,1,0,,赞比亚
2020-04-03,39,0,2,1,0,0,0,2,0,0,,赞比亚
2020-03-17,2,0,0,0,0,2,0,0,0,0,,巴巴多斯
2020-03-25,18,0,0,0,0,16,0,0,0,0,,巴巴多斯
2020-03-27,24,0,0,0,0,6,0,0,0,0,,巴巴多斯
2020-03-30,33,0,0,0,0,9,0,0,0,0,,巴巴多斯
2020-03-31,34,0,0,0,0,1,0,0,0,0,,巴巴多斯
2020-04-04,51,0,0,0,0,17,0,0,0,0,,巴巴多斯
2020-03-25,2,0,0,0,0,2,0,0,0,0,,马里
2020-03-27,11,0,0,0,0,9,0,0,0,0,,马里
2020-03-28,18,0,0,1,0,7,0,0,1,0,,马里
2020-03-29,20,0,0,1,0,2,0,0,0,0,,马里
2020-03-30,25,0,0,2,0,5,0,0,1,0,,马里
2020-03-31,28,0,0,2,0,3,0,0,0,0,,马里
2020-04-01,31,0,0,3,0,3,0,0,1,0,,马里
2020-04-02,36,0,0,3,0,5,0,0,0,0,,马里
2020-04-03,39,0,0,3,0,3,0,0,0,0,,马里
2020-03-03,1,0,0,0,0,1,0,0,0,0,,阿根廷
2020-03-05,2,0,0,0,0,1,0,0,0,0,,阿根廷
2020-03-06,2,0,0,0,0,0,,0,0,,,阿根廷
2020-03-07,9,0,0,1,0,7,0,0,1,0,,阿根廷
2020-03-08,12,0,0,1,0,3,0,0,0,0,,阿根廷
2020-03-09,17,0,0,1,0,5,0,0,0,0,,阿根廷
2020-03-10,19,0,0,1,0,2,0,0,0,0,,阿根廷
2020-03-12,31,0,0,1,0,12,0,0,0,0,,阿根廷
2020-03-13,34,0,0,2,0,3,0,0,1,0,,阿根廷
2020-03-14,45,0,0,2,0,11,0,0,0,0,,阿根廷
2020-03-15,56,0,0,2,0,11,0,0,0,0,,阿根廷
2020-03-16,65,0,0,2,0,9,0,0,0,0,,阿根廷
2020-03-17,79,0,0,2,0,14,0,0,0,0,,阿根廷
2020-03-19,128,0,0,3,0,49,0,0,1,0,,阿根廷
2020-03-20,158,0,0,3,0,30,0,0,0,0,,阿根廷
2020-03-21,225,0,0,4,0,67,0,0,1,0,,阿根廷
2020-03-22,265,0,0,4,0,40,0,0,0,0,,阿根廷
2020-03-23,301,0,0,4,0,36,0,0,0,0,,阿根廷
2020-03-24,387,0,0,6,0,86,0,0,2,0,,阿根廷
2020-03-25,502,0,0,8,0,115,0,0,2,0,,阿根廷
2020-03-26,589,0,72,12,0,87,0,72,4,0,,阿根廷
2020-03-27,690,0,72,17,0,101,0,0,5,0,,阿根廷
2020-03-28,745,0,72,19,0,55,0,0,2,0,,阿根廷
2020-03-29,820,0,72,21,0,75,0,0,2,0,,阿根廷
2020-03-30,966,0,72,24,0,146,0,0,3,0,,阿根廷
2020-03-31,1054,0,240,27,0,88,0,168,3,0,,阿根廷
2020-04-01,1133,0,240,32,0,79,0,0,5,0,,阿根廷
2020-04-04,1353,0,266,42,0,220,0,26,10,0,,阿根廷
2020-03-12,1,0,0,0,0,1,0,0,0,0,,法属波利尼西亚
2020-03-26,25,0,0,0,0,24,0,0,0,0,,法属波利尼西亚
2020-02-24,2,0,0,0,0,2,0,0,0,,,巴林
2020-02-25,23,0,0,0,0,21,0,0,0,,,巴林
2020-02-26,26,0,0,0,0,3,0,0,0,,,巴林
2020-02-27,33,0,0,0,0,7,0,0,0,,,巴林
2020-02-28,38,0,0,0,0,5,0,0,0,,,巴林
2020-02-29,41,0,0,0,0,3,0,0,0,,,巴林
2020-03-01,47,0,0,0,0,6,0,0,0,,,巴林
2020-03-04,50,0,0,0,0,3,0,0,0,0,,巴林
2020-03-06,56,0,0,0,0,6,0,0,0,0,,巴林
2020-03-07,77,0,6,0,0,21,0,6,0,0,,巴林
2020-03-09,109,0,14,0,0,32,0,8,0,0,,巴林
2020-03-11,189,0,14,0,0,80,0,0,0,0,,巴林
2020-03-13,210,0,44,0,0,21,0,30,0,0,,巴林
2020-03-14,211,0,60,0,0,1,0,16,0,0,,巴林
2020-03-15,214,0,60,0,0,3,0,0,0,0,,巴林
2020-03-16,227,0,77,1,0,13,0,17,1,0,,巴林
2020-03-17,237,0,81,1,0,10,0,4,0,0,,巴林
2020-03-18,256,0,81,1,0,19,0,0,0,0,,巴林
2020-03-19,269,0,81,1,0,13,0,0,0,0,,巴林
2020-03-20,292,0,81,1,0,23,0,0,0,0,,巴林
2020-03-22,334,0,149,2,0,42,0,68,1,0,,巴林
2020-03-23,339,0,160,2,0,5,0,11,0,0,,巴林
2020-03-24,391,0,177,2,0,52,0,17,0,0,,巴林
2020-03-25,419,0,190,4,0,28,0,13,2,0,,巴林
2020-03-26,457,0,204,4,0,38,0,14,0,0,,巴林
2020-03-27,466,0,227,4,0,9,0,23,0,0,,巴林
2020-03-28,473,0,254,4,0,7,0,27,0,0,,巴林
2020-03-29,499,0,272,4,0,26,0,18,0,0,,巴林
2020-03-30,515,0,279,4,0,16,0,7,0,0,,巴林
2020-03-31,567,0,295,4,0,52,0,16,0,0,,巴林
2020-04-01,569,0,316,4,0,2,0,21,0,0,,巴林
2020-04-02,635,0,341,4,0,66,0,25,0,0,,巴林
2020-04-04,688,0,399,4,0,53,0,58,0,0,,巴林
2020-03-22,1,0,0,0,0,1,0,0,0,0,,莫桑比克
2020-03-24,3,0,0,0,0,2,0,0,0,0,,莫桑比克
2020-03-25,5,0,0,0,0,2,0,0,0,0,,莫桑比克
2020-03-26,7,0,0,0,0,2,0,0,0,0,,莫桑比克
2020-03-28,8,0,0,0,0,1,0,0,0,0,,莫桑比克
2020-03-30,8,0,0,0,0,0,0,0,0,0,,莫桑比克
2020-04-01,10,0,0,0,0,2,0,0,0,0,,莫桑比克
2020-03-06,1,0,0,0,0,1,0,0,0,0,,喀麦隆
2020-03-10,2,0,0,0,0,1,0,0,0,0,,喀麦隆
2020-03-14,3,0,0,0,0,1,0,0,0,0,,喀麦隆
2020-03-15,4,0,0,0,0,1,0,0,0,0,,喀麦隆
2020-03-18,13,0,0,0,0,9,0,0,0,0,,喀麦隆
2020-03-20,27,0,0,0,0,14,0,0,0,0,,喀麦隆
2020-03-21,40,0,0,0,0,13,0,0,0,0,,喀麦隆
2020-03-23,56,0,0,0,0,16,0,0,0,0,,喀麦隆
2020-03-24,66,0,0,1,0,10,0,0,1,0,,喀麦隆
2020-03-25,70,0,2,1,0,4,0,2,0,0,,喀麦隆
2020-03-26,75,0,2,1,0,5,0,0,0,0,,喀麦隆
2020-03-27,88,0,2,2,0,13,0,0,1,0,,喀麦隆
2020-03-28,113,0,2,2,0,25,0,0,0,0,,喀麦隆
2020-03-29,139,0,3,2,0,26,0,1,0,0,,喀麦隆
2020-03-30,142,0,3,2,0,3,0,0,0,0,,喀麦隆
2020-03-31,193,0,3,2,0,51,0,0,0,0,,喀麦隆
2020-04-01,284,0,3,2,0,91,0,0,0,0,,喀麦隆
2020-04-02,306,0,10,8,0,22,0,7,6,0,,喀麦隆
2020-04-03,509,0,17,8,0,203,0,7,0,0,,喀麦隆
2020-03-21,1,0,0,0,0,1,0,0,0,0,,乌干达
2020-03-22,1,0,0,0,0,0,,0,0,,,乌干达
2020-03-23,9,0,0,0,0,8,0,0,0,0,,乌干达
2020-03-25,14,0,0,0,0,5,0,0,0,0,,乌干达
2020-03-27,18,0,0,0,0,4,0,0,0,0,,乌干达
2020-03-28,30,0,0,0,0,12,0,0,0,0,,乌干达
2020-03-29,33,0,0,0,0,3,0,0,0,0,,乌干达
2020-03-31,44,0,0,0,0,11,0,0,0,0,,乌干达
2020-04-02,45,0,0,0,0,1,0,0,0,0,,乌干达
2020-04-03,48,0,0,0,0,3,0,0,0,0,,乌干达
2020-03-21,1,0,0,0,0,1,0,0,0,0,,厄立特里亚
2020-03-22,1,0,0,0,0,0,,0,0,,,厄立特里亚
2020-03-25,4,0,0,0,0,3,0,0,0,0,,厄立特里亚
